Fecha,Active_energy,Reactive_energy,Voltaje_FA,Voltaje_FC
2021-01-01 00:00:00,0.4464632160445609,0.11,1909.104938940804,1931.2720125023195
2021-01-01 01:00:00,0.2661684965059429,0.0061819302309355,1920.5538560150485,1941.5667122782047
2021-01-01 02:00:00,0.3636970246611316,0.0472939787585807,1951.934445952877,1935.5182141962807
2021-01-01 03:00:00,0.1175856211685318,0.0283561141096683,1929.028793325609,1890.880092687484
2021-01-01 04:00:00,0.168861556183909,0.11,1894.4410420973984,1908.8172234140293
2021-01-01 05:00:00,0.6231348799445091,0.11,1905.403809190456,1938.8646277812293
2021-01-01 06:00:00,0.484821519583189,0.0081633238627749,1990.7580906419205,1849.0510165778887
2021-01-01 07:00:00,0.5515069316030363,0.11,1988.8499401484737,1895.3689570260392
2021-01-01 08:00:00,0.695380083538302,0.0139247530052628,1940.148374290235,1940.939050438718
2021-01-01 09:00:00,0.577805830715214,0.0567105722473657,1941.880042870636,1944.5341316749136
2021-01-01 10:00:00,0.6449289602764088,0.0461652717207739,1916.473746001979,1915.813564597217
2021-01-01 11:00:00,0.5868630905850212,0.0955698694684872,1877.1444384070464,1873.701214255632
2021-01-01 12:00:00,0.7846841167873824,0.0851196884198701,1912.8662373857176,1925.0681209362592
2021-01-01 13:00:00,0.8110891734620892,0.0768509203023082,1903.84749000748,1923.8211441275585
2021-01-01 14:00:00,1.413882325960968,0.1119688656699164,1949.69385466641,1888.5546070428304
2021-01-01 15:00:00,0.8949944576567128,0.1180932923168108,1951.4921202731537,1944.9285601872728
2021-01-01 16:00:00,1.024464403166831,0.0800090217659465,1940.5731717752053,1898.656047326721
2021-01-01 17:00:00,0.8359030292099197,0.009290639415661,1915.288798543205,1976.70038545
2021-01-01 18:00:00,0.6939021750573677,0.0209659365295189,1927.065570629883,1866.011701743305
2021-01-01 19:00:00,0.3847624713473248,0.0065950720449638,1965.2197973113853,1908.9385258461568
2021-01-01 20:00:00,0.6028080727854022,0.0007410623546423,1909.2340465157963,1876.1071744009885
2021-01-01 21:00:00,0.4586115242402867,0.0022061791016419,1920.9578714189795,1895.65763298062
2021-01-01 22:00:00,0.2993543343416289,0.0340677518079324,1902.397314233486,1847.757432539752
2021-01-01 23:00:00,0.3627184026408995,0.11,1937.9167649961,1932.812660033932
2021-01-02 00:00:00,0.231,0.013901345251516,1892.4122859366869,1905.50691256037
2021-01-02 01:00:00,0.2614707566505576,0.11,1937.2554446463903,1937.58694092476
2021-01-02 02:00:00,0.290759753707827,0.11,1915.668162264004,1932.2102138319333
2021-01-02 03:00:00,0.3853272989343793,0.012731722342871,1888.363614949556,1926.5087653438045
2021-01-02 04:00:00,0.7204893150578291,0.0145262534331892,1910.4872980325429,1981.148976108896
2021-01-02 05:00:00,0.4704589168923249,0.11,1921.459908825388,1919.2904239778488
2021-01-02 06:00:00,0.5342598874272685,0.0157625174186193,1945.220853985278,1922.26395320272
2021-01-02 07:00:00,0.9159594787110232,0.0086276885088799,1905.3292269198828,1885.9241314363555
2021-01-02 08:00:00,0.513705205822565,0.0408263374383225,1931.3418841109376,1923.834814135756
2021-01-02 09:00:00,0.5722169104393551,0.0605771841460338,1930.5450532849816,1862.668369804252
2021-01-02 10:00:00,0.9355931692467544,0.0846382862459735,1983.212536304424,1962.8772372986127
2021-01-02 11:00:00,0.8309688622462288,0.0764127225574959,1949.030204993356,1864.7160437145133
2021-01-02 12:00:00,0.9091964443997124,0.1147468394391834,1928.5609103739296,1983.958621865772
2021-01-02 13:00:00,1.1066058494711155,0.0873458237714073,1945.734259132165,1923.2984384651168
2021-01-02 14:00:00,0.9977518016485591,0.0933902428080894,1943.4670418098392,1982.629018591032
2021-01-02 15:00:00,1.2568359860050704,0.0614289679859124,1923.926610930764,1969.431291591186
2021-01-02 16:00:00,1.14022838552656,0.0567758490139843,1923.0623354253485,1936.3360128351528
2021-01-02 17:00:00,0.9321950203742576,0.0703437495183973,1960.024801366016,1995.146839550946
2021-01-02 18:00:00,0.8489574357725942,0.0193825362867344,1963.8385278388364,1993.4769876212329
2021-01-02 19:00:00,0.272674228919703,0.0165324436182786,1940.5282854011853,1977.98024226694
2021-01-02 20:00:00,0.3771751179540034,0.11,1963.7059086302568,1952.7488899736911
2021-01-02 21:00:00,0.0813781366238317,0.0263948008289549,1911.2772575865472,2002.730792926808
2021-01-02 22:00:00,0.4499145652042879,0.11,1943.514872724844,1902.057807490636
2021-01-02 23:00:00,0.731972504985956,0.11,1927.4781883884964,1880.336951106659
2021-01-03 00:00:00,0.4839237166611526,0.11,1923.0638522164884,1873.3001693465071
2021-01-03 01:00:00,0.5176913773687762,0.0299283101419502,1944.8856993190127,1868.8888766412929
2021-01-03 02:00:00,0.3575779551730039,0.11,1950.300131950867,1889.7597439639064
2021-01-03 03:00:00,0.4943499161218547,0.0255545467469663,1926.560810464256,1897.0184392340648
2021-01-03 04:00:00,0.0659425179901037,0.11,1927.92493293844,1892.22389335972
2021-01-03 05:00:00,0.0694896476119177,0.0078064284103181,1913.2556973453245,1883.017887195336
2021-01-03 06:00:00,0.4556372207327741,0.0168659294156574,1883.01396181684,1934.4831728148663
2021-01-03 07:00:00,0.7901106890407854,0.0036489104743992,1936.1666671141843,1887.9820221196376
2021-01-03 08:00:00,0.6373280304643647,0.046033576882609,1919.240098490932,1883.5146971519089
2021-01-03 09:00:00,0.7039347418879593,0.0532749626421541,1907.626258037224,1847.7066819908573
2021-01-03 10:00:00,0.7581484291565845,0.0586034452433165,1949.484423044582,1915.844154670278
2021-01-03 11:00:00,0.4536075153765134,0.058100705730494,1989.7128290672813,1882.29117054182
2021-01-03 12:00:00,0.6292840647809455,0.1157091452917884,1927.2796754200328,1937.072430928728
2021-01-03 13:00:00,0.95447027544122,0.0925336136362914,1968.6783954965529,1953.0373309355275
2021-01-03 14:00:00,0.9642915541400768,0.0910369423937956,1922.6059089358555,1951.505203819571
2021-01-03 15:00:00,1.027386788803023,0.0811023604456661,1932.8679485362727,1913.989588502688
2021-01-03 16:00:00,1.1011867647972085,0.0641004125482366,1908.5511450326428,1979.177776674975
2021-01-03 17:00:00,0.6459993582606038,0.047397094629119,1952.9221598512288,1939.231041798166
2021-01-03 18:00:00,0.8655049622639541,0.11,1983.1065259729307,1887.136258215372
2021-01-03 19:00:00,0.5161074850034257,0.0280951176032003,1971.157278905462,1878.677785195916
2021-01-03 20:00:00,0.6097036656568791,0.0032149258918373,1905.405031856092,1820.485447766168
2021-01-03 21:00:00,0.3408425744868308,0.11,1801.8444622427323,1852.0532502294395
2021-01-03 22:00:00,0.3196240228132693,0.11,1828.389163290021,1801.769186114975
2021-01-03 23:00:00,0.4816083767177116,0.11,1828.2936895499984,1783.8775615473753
2021-01-04 00:00:00,0.4363081796818365,0.0202848130449077,1854.202241344145,1719.169391075879
2021-01-04 01:00:00,0.1900947221735596,0.0145179192077929,1875.711321656796,1761.6288095080615
2021-01-04 02:00:00,0.4648747858252202,0.11,1861.7622798646464,1789.4112580892138
2021-01-04 03:00:00,0.3669941112240974,0.0195364114065168,1813.076817821876,1818.0753337266167
2021-01-04 04:00:00,0.1526378829971163,0.11,1870.6202787105728,1803.486930681229
2021-01-04 05:00:00,0.4381551955274269,0.11,1832.6833990132989,1810.3489688014745
2021-01-04 06:00:00,0.602758490450077,0.0228577609682421,1821.017192004724,1802.53063453509
2021-01-04 07:00:00,0.7160833468981512,0.0669489163695202,1881.8591537874552,1794.252693151706
2021-01-04 08:00:00,0.6546593078119038,0.0217937865006923,1943.1509899305147,1900.324180475088
2021-01-04 09:00:00,0.4837045282585376,0.0582809280532914,1929.210829408516,1974.83001482901
2021-01-04 10:00:00,0.8667509059685913,0.0523530763363499,1952.11263668169,1886.607042740417
2021-01-04 11:00:00,0.8375539158813399,0.1019125324401694,1928.0103300213293,1932.1626249256208
2021-01-04 12:00:00,0.8195089285737034,0.0393949472914522,1997.82894111496,1953.429757594898
2021-01-04 13:00:00,0.8227723699244716,0.0787933130496718,1982.5974190615527,1953.994792918513
2021-01-04 14:00:00,0.9136412922462775,0.1101824791438123,1933.472510557884,1953.0626220144227
2021-01-04 15:00:00,0.7947970601520415,0.0726254885995348,1950.9294856369493,1973.720002333523
2021-01-04 16:00:00,0.7000929646943927,0.0708876893916352,1941.275638754553,2025.2080557386128
2021-01-04 17:00:00,0.8857536186023578,0.0424968984845387,1971.8221003288704,1939.1666531939136
2021-01-04 18:00:00,0.9207788124511912,0.000957001283986,1973.592608011679,1958.6566527695577
2021-01-04 19:00:00,0.2510021287663937,0.0331386048110647,1977.12793278889,1974.8338739582573
2021-01-04 20:00:00,0.4392059132256027,0.11,1938.863970384448,1925.5945128481296
2021-01-04 21:00:00,0.5499060501767482,0.0254397051457511,1981.5852592960773,1955.0929658889268
2021-01-04 22:00:00,0.0743827835432275,0.11,1942.6311743295228,1956.8072994608049
2021-01-04 23:00:00,0.5695581036866846,0.0252130690362128,1981.3003215915744,1912.683723772212
2021-01-05 00:00:00,0.1922271000015223,0.11,1940.620742434716,1943.2535340182792
2021-01-05 01:00:00,0.5009211305039105,0.0267729110200617,1959.940616768628,1907.6299005844337
2021-01-05 02:00:00,0.5682613399110512,0.022035433246058,1934.6861382215973,1908.7848980415167
2021-01-05 03:00:00,0.3511459963553989,0.11,1922.6827140933613,1905.7238880740424
2021-01-05 04:00:00,0.1799708125100773,0.0257127716726649,1930.226166344058,2000.095243028135
2021-01-05 05:00:00,0.3503055230406023,0.0196994763580861,1940.177548257809,1968.1086818592385
2021-01-05 06:00:00,0.3267990256030846,0.0062124481158734,1938.7961176320443,1987.765388925137
2021-01-05 07:00:00,0.578300729048222,0.0015493752462323,1959.577230859636,1935.7605022245305
2021-01-05 08:00:00,0.6903573216405463,0.0370131858324267,1977.1623067431287,1934.1914811372003
2021-01-05 09:00:00,0.6618148215269959,0.0182285043359189,1924.2808756578097,1910.536848411532
2021-01-05 10:00:00,0.8219403397359739,0.0454286643512722,1970.875350259885,1882.225529698464
2021-01-05 11:00:00,0.7731576109310548,0.0876074066185886,1907.4771294108195,1970.8246684801488
2021-01-05 12:00:00,0.6477520769236677,0.106460206621665,1953.1438082598188,2003.992693940496
2021-01-05 13:00:00,0.6835240111048998,0.0874399651082177,1986.702762680392,1958.1139446833267
2021-01-05 14:00:00,0.9741673174269716,0.0583318720500808,1935.793086757228,1987.6901291022468
2021-01-05 15:00:00,0.7760250705164364,0.0604003052181981,1947.0128394691192,1971.7093254898944
2021-01-05 16:00:00,0.771961056193206,0.0412909762226902,1955.5662765763784,1922.4062047056927
2021-01-05 17:00:00,0.829157037197634,0.029993230226857,1943.779832618592,1912.2933354689296
2021-01-05 18:00:00,0.6758220951758929,0.0535580825264227,1939.0139009712443,2015.144141353292
2021-01-05 19:00:00,0.4972921656161858,0.11,1958.4240032278017,1935.6845471640656
2021-01-05 20:00:00,0.3008652055119397,0.0004621407476807,1916.190205726121,1904.9186926020125
2021-01-05 21:00:00,0.2102533376865694,0.11,1944.261143883484,1916.12020004952
2021-01-05 22:00:00,0.6324016840472302,0.11,1942.113102046004,1844.553921692272
2021-01-05 23:00:00,0.4463815820479347,0.11,1927.098353512148,1984.0777387659311
2021-01-06 00:00:00,0.3308058616562305,0.0248681977401255,1990.673106873456,1945.099922190296
2021-01-06 01:00:00,0.0602547721106205,0.0213210109179384,1961.281490973216,1903.539953313903
2021-01-06 02:00:00,0.3020444042889509,0.0007731981876235,1950.8749033856725,1926.1627318477365
2021-01-06 03:00:00,0.2990744368430273,0.019477807387783,1953.1872660328936,1914.222494991456
2021-01-06 04:00:00,0.3206031574583556,0.0529751213086382,1923.4968930082505,1969.8840300384927
2021-01-06 05:00:00,0.2074376002635155,0.0145986989354606,1906.899017970883,1946.7296141510456
2021-01-06 06:00:00,0.5838112737875631,0.11,1936.2973048251345,1929.110365746092
2021-01-06 07:00:00,0.4478422556318726,0.031260605228801,1972.263564879876,1942.6247336838144
2021-01-06 08:00:00,0.5794991593497559,0.0121638368935608,1990.880313910544,1917.2317729174683
2021-01-06 09:00:00,0.2829195116461863,0.0301962615164933,1857.534902485935,1948.6304060451284
2021-01-06 10:00:00,0.5409240304041479,0.0761837219709961,1911.5884526637155,1912.293917640586
2021-01-06 11:00:00,0.7418337397498547,0.0489171980466112,1946.5598365678875,1975.0293259493408
2021-01-06 12:00:00,0.9178886628164792,0.0597851902692702,1941.053714720225,1901.8343865435345
